bracket_text	count	class	example_song_ids
Verse 1: Tyrus Handy	1	section_marker	hf_00671
Verse 2: Tyrus Handy	1	section_marker	hf_00671
Verse 3: Tyrus Handy	1	section_marker	hf_00671
Hook:luhh jaay	1	section_marker	hf_00672
Verse 1: Kurtains	1	section_marker	hf_00685
Transition: Kurtains & Zootzie	1	other	hf_00685
Outro: Zootzie	1	section_marker	hf_00685
Dukeee	1	speaker_or_tag	hf_00689
Lul Daniel	1	speaker_or_tag	hf_00689
Verse 2: Jillian Cardarelli & Charles Esten	1	section_marker	hf_00693
Verse 2: Supa Sortahuman	1	section_marker	hf_00707
Presidential Solo	1	section_marker	hf_00709
Pre-Chorus: Caleb	1	section_marker	hf_00732
Verse 2: Caleb & Kevin	1	section_marker	hf_00732
Bridge: Caleb & Kevin	1	section_marker	hf_00732
Verse 1: Ruger J	1	section_marker	hf_00742
Chorus: Ruger J	1	section_marker	hf_00742
Verse 2: $park	1	section_marker	hf_00742
Tsaruicide	1	speaker_or_tag	hf_00744
Frxsttt	1	speaker_or_tag	hf_00744
Verse 1: Mike Skinner	1	section_marker	hf_00746
Verse 2: Dapz on the Map	1	section_marker	hf_00746
Verse 3: Mike Skinner	1	section_marker	hf_00746
church?	1	other	hf_00748
grave?	1	other	hf_00748
Instrumental Interlude/Outro	1	section_marker	hf_00748
choros	1	speaker_or_tag	hf_00757
Verse 2: Alan Jackson	1	section_marker	hf_00770
Refrain: Both	1	section_marker	hf_00770
Verse 3: Both	1	section_marker	hf_00770
Refrain: Alan Jackson & Both	1	section_marker	hf_00770
Verse 2: Quickachu	1	section_marker	hf_00774
Verse 3: Lil Boot	1	section_marker	hf_00774
Verse 4: Hashirama	1	section_marker	hf_00774
Verse 5: ChampagneBaba	1	section_marker	hf_00774
Verse 6: J-delagarza	1	section_marker	hf_00774
Pre-Chorus: Mabel	1	section_marker	hf_00777
Verse 2: 24kGoldn	1	section_marker	hf_00777
Guitar solo/break	1	section_marker	hf_00778
Verse 1: Lil MoCo	1	section_marker	hf_00784
Verse 2: Lil MoCo	1	section_marker	hf_00784
Verse 2: Roderick	1	section_marker	hf_00798
Verse 3: Roderick	1	section_marker	hf_00798
Bridge: Roderick	1	section_marker	hf_00798
Outro: Roderick	1	section_marker	hf_00798
Refrain: Ether Q	1	section_marker	hf_00801
Joslyn-Marie	1	speaker_or_tag	hf_00801
Verse 1: Ether Q	1	section_marker	hf_00801
Verse 2: Ether Q	1	section_marker	hf_00801
Bridge: Ether Q	1	section_marker	hf_00801
Pre-Chorus 1: Olivia Rodrigo	1	section_marker	hf_00803
Verse 2: Joshua Bassett	1	section_marker	hf_00803
Pre-Chorus 2: Joshua Bassett	1	section_marker	hf_00803
Bridge: Joshua Bassett, Olivia Rodrigo, Both	1	section_marker	hf_00803
Chorus 2: Olivia Rodrigo, Joshua Bassett, Both	1	section_marker	hf_00803
Outro: Joshua Bassett, Olivia Rodrigo, Both	1	section_marker	hf_00803
Intro: Correy C	1	section_marker	hf_00805
Verse 1: AzSwaye	1	section_marker	hf_00805
Verse 2: Correy C	1	section_marker	hf_00805
Intro: Merlyn Wood	1	section_marker	hf_00806
Verse 1: Rodney Tenor	1	section_marker	hf_00806
Verse 2: Merlyn Wood	1	section_marker	hf_00806
Outro: Joba	1	section_marker	hf_00806
CHORES	1	speaker_or_tag	hf_00810
CHORSE	1	speaker_or_tag	hf_00810
insert second verse here	1	section_marker	hf_00823
something	1	speaker_or_tag	hf_00823
Verse1: Shalom	1	section_marker	hf_00825
Bridge: Voicebox	1	section_marker	hf_00825
Vamp:	1	other	hf_00825
Outro: Voicebox	1	section_marker	hf_00825
Verse 1: MobyTheRapper	1	section_marker	hf_00830
Hook: Dequantis	1	section_marker	hf_00830
Verse 3: Dequantis	1	section_marker	hf_00830
Outro: Dequantis	1	section_marker	hf_00830
Pre-Chorus: Pauline Herr	1	section_marker	hf_00833
Verse 2: Vincent	1	section_marker	hf_00833
Pre-Chorus: Vincent & Pauline Herr, Pauline Herr, Vincent	1	section_marker	hf_00833
Verse 1: Alastxrr	1	section_marker	hf_00838
Verse 3: Citrate	1	section_marker	hf_00838
Verse 1: Abstract	1	section_marker	hf_00843
Verse 2: Abstract	1	section_marker	hf_00843
Dialogue: Ms. Rachael Watson	1	other	hf_00843
Verse 1: Elzhi	1	section_marker	hf_00845
Verse 2: Westside Gunn	1	section_marker	hf_00845
Seb	1	speaker_or_tag	hf_00853
Seb and Ethan	1	speaker_or_tag	hf_00853
Verse 5: Juno Songs & King K. Rool - Kremlings	1	section_marker	hf_00869
Verse 1:Benny Banks	1	section_marker	hf_00879
Hook 2:Benny Banks	1	section_marker	hf_00879
Verse 2:Benny Banks	1	section_marker	hf_00879
Hook 3:Benny Banks	1	section_marker	hf_00879
Perrie Edwards	1	speaker_or_tag	hf_00888
Ew!	1	other	hf_00888
Chorus: Perrie Edwards, Jesy Nelson & Leigh-Anne Pinnock	1	section_marker	hf_00888
Verse 2: Jade Thirwall, All, Leigh-Anne Pinnock & Perrie Edwards	1	section_marker	hf_00888
Chorus: Perrie Edwards with Jade Thirlwall	1	section_marker	hf_00888
Post-Chorus: All, Leigh-Anne Pinnock, Perrie Edwards & Jade Thirlwall	1	section_marker	hf_00888
Pre-Bridge: Leigh-Anne Pinnock	1	section_marker	hf_00888
Bridge: Perrie Edwards, All & Jesy Nelson	1	section_marker	hf_00888
Chorus: Perrie Edwards, Leigh-Anne Pinnock with Jade Thirlwall	1	section_marker	hf_00888
Post-Chorus: All, Leigh-Anne Pinnock & Perrie Edwards	1	section_marker	hf_00888
Outro: Leigh-Anne Pinnock & Jesy Nelson	1	section_marker	hf_00888
Chorus: Carrie Underwood	1	section_marker	hf_00899
Chorus: Dan + Shay, Carrie Underwood, Dan + Shay & Carrie Underwood	1	section_marker	hf_00899
Outro: Dan + Shay, Carrie Underwood, Dan + Shay & Carrie Underwood	1	section_marker	hf_00899
Verse 1: Sterling Knight, Shayne Topp, Brandon Mychal Smith	1	section_marker	hf_00905
Verse 2: Sterling Knight, Brandon Mychal Smith, Shayne Topp, Allisyn Ashley Arm, Tiffany Thornton	1	section_marker	hf_00905
Outro: Brandon Mychal Smith, Tiffany Thornton	1	section_marker	hf_00905
Turn Right when you hittin California Make a right when you hittin California Gotta get yours this my city 18 years n they still wit me	1	other	hf_00937
For the boy And the city that we live in For the boy And the city that we live in These the blocks Ima raise my children These the blocks Ima raise my children	1	other	hf_00937
Coda:	1	other	hf_00944
SECOND VERSE	1	section_marker	hf_00953
GUITAR SOLO WITH VOCALIZATIONS	1	section_marker	hf_00953
EMOTIONAL FINAL Chorus	1	section_marker	hf_00953
Verse 2: Haf n’ haf	1	section_marker	hf_00958
Verse 3: VibeByMelo	1	section_marker	hf_00958
Pre-Chorus: Younghoon, Ju Haknyeon	1	section_marker	hf_00960
Chorus: All, Hyunjae, Sangyeon	1	section_marker	hf_00960
Verse 2: Eric, Juyeon, Q, Ju Haknyeon, *Sangyeon*	1	section_marker	hf_00960
Pre-Chorus: New, Sunwoo	1	section_marker	hf_00960
Chorus: All, Younghoon, Hyunjae	1	section_marker	hf_00960
Post-Chorus: All, Jacob	1	section_marker	hf_00960
Bridge: Juyeon, Sangyeon	1	section_marker	hf_00960
Chorus: All, Q, Kevin, New	1	section_marker	hf_00960
Outro: All, Jacob, New, Sangyeon	1	section_marker	hf_00960
Outro: Ipcus Pinecone	1	section_marker	hf_00964
Katherine	1	speaker_or_tag	hf_00973
Christina	1	speaker_or_tag	hf_00973
All (mainly Lisa)	1	other	hf_00973
Intro: Yung Boss Tevo	1	section_marker	hf_00982
Verse 1: Yung Boss Tevo	1	section_marker	hf_00982
Verse 2: Lil Tony	1	section_marker	hf_00982
Verse 3: Setitoff83	1	section_marker	hf_00982
us flowers	1	speaker_or_tag	hf_00988
breed	1	speaker_or_tag	hf_00988
Whispers	1	speaker_or_tag	hf_00996
Verse 1: Rob Forte	1	section_marker	hf_01003
Verse 2: Lil Stain	1	section_marker	hf_01003
Verse 3: Spills	1	section_marker	hf_01003
Sir Toney	1	speaker_or_tag	hf_01008
? 0:30	1	other	hf_01009
Verse 2: Ooby Gedoff	1	section_marker	hf_01012
Verse 3: Gleep Arg	1	section_marker	hf_01012
Channel 1	1	speaker_or_tag	hf_01027
Channel 2	1	speaker_or_tag	hf_01027
Verse: 909Memphis	1	section_marker	hf_01029
Verse 2: Ty Savage	1	section_marker	hf_01029
Verse 2: Playboy Prob	1	section_marker	hf_01042
Verse 1: Lil JoJo	1	section_marker	hf_01055
Verse 2: Lil Jay	1	section_marker	hf_01055
Verse 1: RK	1	section_marker	hf_01056
Verse 2: Izzie Gibbs	1	section_marker	hf_01056
Pre-Hook: Izzie Gibbs	1	section_marker	hf_01056
Verse 1: Kden	1	section_marker	hf_01061
Hook: Kden	1	section_marker	hf_01061
Verse 2: Yung Alert	1	section_marker	hf_01061
DMTR$G - Verse	1	section_marker	hf_01082
Verse - Richardthe50	1	section_marker	hf_01082
Pre Chorus: Brett Myers	1	section_marker	hf_01091
Verse 2: Bottleneck	1	section_marker	hf_01091
Refrain: Brett Myers	1	section_marker	hf_01091
Pre-Hook Maziwithapushstart	1	section_marker	hf_01110
Verse 1 Apolloislame	1	section_marker	hf_01110
Pre-Hook Maziwithapushstart + Kaka	1	section_marker	hf_01110
Verse 2 Kaka	1	section_marker	hf_01110
Hook: Maziwithapushstart + Dirty/Ytrid	1	section_marker	hf_01110
Dirty/Ytrid	1	other	hf_01110
KidsNextDoor	1	speaker_or_tag	hf_01110
Hook: Roscoe Dash	1	section_marker	hf_01116
Verse 3: Roscoe Dash	1	section_marker	hf_01116
Verse 1 - Large Professor	1	section_marker	hf_01121
Verse 2 - G-Wiz	1	section_marker	hf_01121
Verse 1: Robb Bank$	1	section_marker	hf_01129
Verse 2: Robb Bank$	1	section_marker	hf_01129
Letra de "Join the party"	1	other	hf_01141
Pre-Chorus: Famous Preme	1	section_marker	hf_01149
Verse 1: Famous Preme	1	section_marker	hf_01149
Chorus: Famous Preme	1	section_marker	hf_01149
Interlude: DEVI*N	1	section_marker	hf_01149
Verse 2: DEVI*N	1	section_marker	hf_01149
Chorus: DEVI*N	1	section_marker	hf_01149
Verse 2 - bapcat	1	section_marker	hf_01151
Verse 3 - Sirius	1	section_marker	hf_01151
Verse 4 - bapcat	1	section_marker	hf_01151
Verse 5 - bapcat	1	section_marker	hf_01151
Verse 6 - Sirius	1	section_marker	hf_01151
Introduction: Robin Roberts	1	section_marker	hf_01163
Lordan Punk	1	speaker_or_tag	hf_01163
Intro: D-breezy & CAPRISEAN	1	section_marker	hf_01170
Verse 1: D-breezy	1	section_marker	hf_01170
Verse 2: Reyve	1	section_marker	hf_01170
Hook: D-breezy & CAPRISEAN	1	section_marker	hf_01170
Verse 3: Caprisean	1	section_marker	hf_01170
Bridge: D-breezy	1	section_marker	hf_01170
Outro: D-breezy	1	section_marker	hf_01170
Continue Hook	1	section_marker	hf_01176
Bridge Interlude:	1	section_marker	hf_01176
Closing Bridge:	1	section_marker	hf_01176
Verse 2: Max	1	section_marker	hf_01181
Chorus 1: Max	1	section_marker	hf_01181
Verse 1: Jonah Renna	1	section_marker	hf_01186
Chorus: Jonah Renna	1	section_marker	hf_01186
Bridge: Jonah Renna	1	section_marker	hf_01186
Verse 2: Freejay	1	section_marker	hf_01186
Outro: Jonah Renna	1	section_marker	hf_01186
Verse 1: Josiah Davis	1	section_marker	hf_01188
Verse 2: Nicaragua	1	section_marker	hf_01188
Verse 3: Rusty Red	1	section_marker	hf_01188
Verse 1: Che Ecru	1	section_marker	hf_01216
Verse 2: CardoGotWings	1	section_marker	hf_01216
Verse 2 - Cayla Greer	1	section_marker	hf_01225
Verse 3 - Jared Greer and Cayla Greer	1	section_marker	hf_01225
English	1	speaker_or_tag	hf_01233
Verse 2: Phil Walker	1	section_marker	hf_01242
Verse 2: Ill Bill	1	section_marker	hf_01247
Verse 3: Q-Unique	1	section_marker	hf_01247
Solo:Rybakowski	1	section_marker	hf_01274
Verse 1: Rob-O	1	section_marker	hf_01278
Verse 2: Pete Flux	1	section_marker	hf_01278
Hook: Pete Flux & Rob-O	1	section_marker	hf_01278
Verse 3: Pete Flux	1	section_marker	hf_01278
Verse 4: Rob-O	1	section_marker	hf_01278
Verse 5: Rob-O	1	section_marker	hf_01278
Verse 6: Pete Flux	1	section_marker	hf_01278
Verse 1: Graffik	1	section_marker	hf_01280
Chorus: Graffik & Kovin Kesntar	1	section_marker	hf_01280
Verse 2: Kovin Kestnar	1	section_marker	hf_01280
The Venice	1	speaker_or_tag	hf_01285
Jimmy Jam & The Venice	1	other	hf_01285
Verse 1: SuA, Yoohyeon, Handong	1	section_marker	hf_01288
Pre-Chorus: JiU, Handong, SuA	1	section_marker	hf_01288
Verse 2: Gahyeon, Siyeon, Handong	1	section_marker	hf_01288
Pre-Chorus: Gahyeon, JiU, SuA	1	section_marker	hf_01288
Bridge: Dami, SuA, Siyeon	1	section_marker	hf_01288
Chorus: JiU, Yoohyeon, Siyeon	1	section_marker	hf_01288
i'm just sayin...	1	speaker_or_tag	hf_01300
its like that	1	speaker_or_tag	hf_01300
Verse 1: J Nuller	1	section_marker	hf_01306
Verse 2: Really M.E.	1	section_marker	hf_01306
Chorus: Gary LeVox	1	section_marker	hf_01316
Verse 2: BRELAND & Gary LeVox	1	section_marker	hf_01316
Chorus: Gary LeVox & BRELAND	1	section_marker	hf_01316
Outro: Gary LeVox	1	section_marker	hf_01316
nothing/laughing	1	other	hf_01320
Verse 2: Mark, Renjun	1	section_marker	hf_01323
Chorus: All, Chenle	1	section_marker	hf_01323
Verse 3: Mark	1	section_marker	hf_01323
Verse 4: Haechan, Chenle, Renjun	1	section_marker	hf_01323
Chorus: All, Renjun	1	section_marker	hf_01323
Verse 5: Mark, All	1	section_marker	hf_01323
Bridge: Jeno, Jisung	1	section_marker	hf_01323
Chorus: Haechan, All, Chenle	1	section_marker	hf_01323
Outro: All, Haechan, Renjun, Chenle, *Mark*	1	section_marker	hf_01323
bridge 1	1	section_marker	hf_01324
bridge 3	1	section_marker	hf_01324
Verse 2: Aaron Gonzalez	1	section_marker	hf_01340
Verse 3: e-dubyah!	1	section_marker	hf_01340
Horseshoe G.A.N.G	1	speaker_or_tag	hf_01342
Verse 1: Spice 1 & Nanci Fletcher	1	section_marker	hf_01346
Interlude: Nawfside Outlaw	1	section_marker	hf_01346
Verse 2: Rappin' 4-Tay & Nanci Fletcher	1	section_marker	hf_01346
Verse 3: Spice 1	1	section_marker	hf_01346
Outro: Nanci Fletcher	1	section_marker	hf_01346
Music Starts	1	speaker_or_tag	hf_01355
Verse 2: Ashley All Day	1	section_marker	hf_01364
Hook: Nick Travae	1	section_marker	hf_01364
Verse 2: Lil Ice	1	section_marker	hf_01367
Verse - OmmzRozket	1	section_marker	hf_01375
Chorus - OmmzRozket	1	section_marker	hf_01375
Chorus: McKee & Josh Turner	1	section_marker	hf_01377
Verse 3: McKee/McKee & Turner	1	section_marker	hf_01377
Verse 1 : That1neKidd	1	section_marker	hf_01391
Chorus: Annika Wells	1	section_marker	hf_01394
Post-Chorus: Annika Wells	1	section_marker	hf_01394
Verse 2: Jon Bellion	1	section_marker	hf_01394
Verse 3: Jon Bellion	1	section_marker	hf_01394
Post-Chorus: Jon Bellion	1	section_marker	hf_01394
Pre-Drop: Annika Wells & Jon Bellion	1	section_marker	hf_01394
Intro: Bran Reid	1	section_marker	hf_01404
Verse 1: Bran Reid	1	section_marker	hf_01404
Verse 2: Bran Reid	1	section_marker	hf_01404
Outro: Draven Potoi	1	section_marker	hf_01404
originally by Buck Owens	1	speaker_or_tag	hf_01425
Verse 2: Graham	1	section_marker	hf_01443
Chorus: Jackson & Graham	1	section_marker	hf_01443
gurgling sound	1	speaker_or_tag	hf_01443
Outro - Jackson & Graham	1	section_marker	hf_01443
Repeated 2 times	1	speaker_or_tag	hf_01450
Repeated 3 times	1	speaker_or_tag	hf_01450
Repeated 4 times	1	speaker_or_tag	hf_01450
Verse 1: Romance For Madness	1	section_marker	hf_01479
Verse: MI$CANI	1	section_marker	hf_01479
I know love now	1	speaker_or_tag	hf_01482
Verse 1: Dream Mclean	1	section_marker	hf_01484
Verse 2: Dream Mclean	1	section_marker	hf_01484
Intro: PB Da Kid	1	section_marker	hf_01485
Verse 1: PB Da Kid	1	section_marker	hf_01485
Verse 2: PB Da Kid	1	section_marker	hf_01485
Verse 2: Colt Cord	1	section_marker	hf_01493
Verse 3: Colt Ford & Javier Colon	1	section_marker	hf_01493
Verse 1: DJ I-Dee	1	section_marker	hf_01501
Verse 2: Eli Porter	1	section_marker	hf_01501
Verse 3: DJ I-Dee	1	section_marker	hf_01501
DJ I-Dee	1	speaker_or_tag	hf_01501
Why did he cover this song?	1	other	hf_01507
Post-Chorus 3	1	section_marker	hf_01526
Hook 1: Neez	1	section_marker	hf_01530
Verse 1: Neez	1	section_marker	hf_01530
Hook 2: Neez	1	section_marker	hf_01530
Verse 2: McLayla	1	section_marker	hf_01530
Hook 3: McLayla	1	section_marker	hf_01530
Outro: Neez	1	section_marker	hf_01530
Chorus (alternate)	1	section_marker	hf_01539
Verse 1:Rapptile	1	section_marker	hf_01569
Outro:Rapptile	1	section_marker	hf_01569
Verse 2: King $ly	1	section_marker	hf_01586
Bridge: Supa Bwe	1	section_marker	hf_01586
Outro: Tyler Blank	1	section_marker	hf_01586
Sample: Network	1	other	hf_01587
Verse 1: Miscellaneous	1	section_marker	hf_01587
Sample: Network (movie)	1	other	hf_01587
Verse 2: Rachel	1	section_marker	hf_01589
Verse 3: Rachel	1	section_marker	hf_01589
Verse 4: Christian	1	section_marker	hf_01589
Verse 5: Christian & Rachel	1	section_marker	hf_01589
Verse 6: Christian & Rachel	1	section_marker	hf_01589
Verse 1: Both	1	section_marker	hf_01589
Verse 2: John Paul White	1	section_marker	hf_01590
Verse 3: Lera Lynn	1	section_marker	hf_01590
Verse 1: Tyler, The Creator	1	section_marker	hf_01598
Verse 2: $ILKMONEY	1	section_marker	hf_01598
Verse 2: Lou Jeffe	1	section_marker	hf_01602
Verse 3: Lou Jeffe	1	section_marker	hf_01602
Outro: 2pac	1	section_marker	hf_01602
Intro: Marqo 2 Fresh	1	section_marker	hf_01604
Verse 1: Marqo 2 Fresh	1	section_marker	hf_01604
Verse 2: Lazy B	1	section_marker	hf_01604
scratches	1	speaker_or_tag	hf_01609
Verse 1: PHAGO	1	section_marker	hf_01618
Outro: PHAGO	1	section_marker	hf_01618
Intro: John Legend	1	section_marker	hf_01622
Hook: John Legend	1	section_marker	hf_01622
Verse 3: Salience	1	section_marker	hf_01622
Hook: Kanye West	1	section_marker	hf_01622
Bridge: Kanye West	1	section_marker	hf_01622
Verse 4: Kanye West	1	section_marker	hf_01622
Pre-Chorus: Sophia	1	section_marker	hf_01629
Verse 2: Caroline & Yasmin	1	section_marker	hf_01629
Outro: Caroline & Sophia	1	section_marker	hf_01629
Intro: Thomas Rhett & Rhett Akins	1	section_marker	hf_01635
Verse 1: Thomas Rhett	1	section_marker	hf_01635
Verse 2: Rhett Akins	1	section_marker	hf_01635
Post-Chorus: Thomas Rhett & Rhett Akins	1	section_marker	hf_01635
Outro: Thomas Rhett & Rhett Akins	1	section_marker	hf_01635
MR. HERON, spoken	1	section_marker	hf_01636
CADY, spoken	1	section_marker	hf_01636
SONJA ACQUINO, spoken	1	section_marker	hf_01636
CADY the (STUDENTS)	1	other	hf_01636
MR. DUVALL, spoken	1	section_marker	hf_01636
Outro (2x)	1	section_marker	hf_01643
Verse 2: Lil Ezy	1	section_marker	hf_01700
Verse 3: Boy CL0UT	1	section_marker	hf_01700
Bridge: Boy CL0UT & Lil Ezy	1	section_marker	hf_01700
Outro: Boy CL0UT & Lil Ezy	1	section_marker	hf_01700
Verse 1: BABYEVE	1	section_marker	hf_01703
Hook: BABYEVE	1	section_marker	hf_01703
Verse 2: BABYEVE	1	section_marker	hf_01703
Female Voice	1	speaker_or_tag	hf_01713
Chorus / outro	1	section_marker	hf_01726
Hook + Outro	1	section_marker	hf_01731
Verse 2: Jimi Somewhere	1	section_marker	hf_01733
Spoken Word: Jimi Somewhere	1	section_marker	hf_01733
Outro: Kacy Hill & Jimi Somewhere	1	section_marker	hf_01733
Verse 1: Crowded Places	1	section_marker	hf_01738
Verse 2: Crowded Places	1	section_marker	hf_01738
Outro: Crowded Places	1	section_marker	hf_01738
Verse 1: VAS LEON	1	section_marker	hf_01744
Verse 2: VAS LEON	1	section_marker	hf_01744
Outro: VAS LEON	1	section_marker	hf_01744
Verse 2: Shiki (TMNS)	1	section_marker	hf_01749
Verse 1: Sebastian Dark	1	section_marker	hf_01769
Verse 2: Sebastian Dark	1	section_marker	hf_01769
Verse 3: Lil Jabari	1	section_marker	hf_01769
soda?	1	other	hf_01777
Verse 1: Tokyo Jetz	1	section_marker	hf_01780
Part	1	speaker_or_tag	hf_01784
Verse 2: Snacky Chan	1	section_marker	hf_01787
Verse 3: Snacky Chan	1	section_marker	hf_01787
Verse 4: Tablo	1	section_marker	hf_01787
Verse 1: James Wilson & Molly Parden	1	section_marker	hf_01798
Verse 2: James Wilson & Molly Parden	1	section_marker	hf_01798
Rob Rombus and Moppy Pont	1	other	hf_01802
Andy Able	1	speaker_or_tag	hf_01814
Anubis5	1	speaker_or_tag	hf_01814
Exit	1	speaker_or_tag	hf_01830
VERSE 1 - T.Parris	1	section_marker	hf_01834
VERSE 2 -T.Parris	1	section_marker	hf_01834
BRIDGE - it was all a dream	1	section_marker	hf_01834
VERSE 3- T.Parris	1	section_marker	hf_01834
Intro: Lit Yoshi	1	section_marker	hf_01838
Verse 1: Lit Yoshi	1	section_marker	hf_01838
Verse 2: Fredo Bang	1	section_marker	hf_01838
Outro: Lit Yoshi	1	section_marker	hf_01838
Verse 3: Chris Webby	1	section_marker	hf_01839
Piano & Guitar Solos	1	section_marker	hf_01847
Intro: swiftfox & Grill Z	1	section_marker	hf_01859
Verse 1: Jaxsaun	1	section_marker	hf_01860
Verse 2: Jaxsaun	1	section_marker	hf_01860
Verse 3: Jaxsaun	1	section_marker	hf_01860
Chorus: Daydream Masi	1	section_marker	hf_01860
Verse 2: Lil Eto & Jai Black	1	section_marker	hf_01863
life?	1	other	hf_01872
Pre-Choras	1	speaker_or_tag	hf_01884
Outro: Siren wailing	1	section_marker	hf_01887
Vrse 2	1	speaker_or_tag	hf_01888
Knockout	1	speaker_or_tag	hf_01890
DIMANI	1	speaker_or_tag	hf_01890
FLUXX	1	speaker_or_tag	hf_01890
Instrumental Coda	1	section_marker	hf_01891
Verse 1: Billy	1	section_marker	hf_01893
Verse 2: Zay, Billy, Both	1	section_marker	hf_01893
Verse 1: Consequence	1	section_marker	hf_01896
Pre-Chorus: Consequence	1	section_marker	hf_01896
Verse 2: Roc Marciano	1	section_marker	hf_01896
Verse 1: K Suave	1	section_marker	hf_01900
Verse 2: Zelly Ocho	1	section_marker	hf_01900
Verse One: SkiBs	1	section_marker	hf_01906
Verse Two: SkiBs	1	section_marker	hf_01906
Outro: SkiBs	1	section_marker	hf_01906
Verse: Jennifer Gira	1	section_marker	hf_01911
Describing the Friend	1	speaker_or_tag	hf_01921
Our Mutual History	1	speaker_or_tag	hf_01921
We Get Along	1	speaker_or_tag	hf_01921
But Here’s the Issue…	1	other	hf_01921
What It Is	1	speaker_or_tag	hf_01921
Verse 1:-THAKIDPRINCE	1	section_marker	hf_01937
Verse 2:-THAKIDPRINCE	1	section_marker	hf_01937
Verse 1: Florida Georgia Line	1	section_marker	hf_01947
Refrain: Florida Georgia Line	1	section_marker	hf_01947
Bridge: Florida Georgia Line & Nelly	1	section_marker	hf_01947
Chorus: Florida Georgia Line	1	section_marker	hf_01947
X3:	1	other	hf_01964
Verse 2: Rockie Fresh	1	section_marker	hf_01973
Verse 3: King Louie	1	section_marker	hf_01973
Outro: Rockie Fresh	1	section_marker	hf_01973
Verse 2: Jay Electronica	1	section_marker	hf_01978
Verse 3: Sheek Louch	1	section_marker	hf_01978
